text,sentiment,eof,responsiveness,accuracy,
"কোনো লাভ হচ্ছে না, সবার ব্যবসা বন্ধ করে দিতে হবে",negative,n/a,n/a,n/a,
"পাইকারি বাজার নিয়ন্ত্রণ কর্তৃপক্ষের সাথে কথা বলে এই পণ্যগুলোর দাম বেঁধে দেওয়া নির্দেশ দিলে, জনগণ একটু স্বস্তি পাবে",neutral,n/a,n/a,n/a,
"এত বড় বাজারে সামান্য কয়েকজন মানুষ নিয়ে আপনারা বাজার নিয়ন্ত্রণ করে ফেলবেন, মানুষকে আর কত বোকা বানাবেন, সবজি নিয়ে পড়ে আছেন, এদিকে চালের বাজার অস্থির, পঁচিশ কেজি বস্তায় একশ থেকে একশ পঞ্চাশ টাকা বৃদ্ধি পেয়েছে, মাছের বাজার অস্থির, পেঁয়াজ রসুনের বাজার অস্থির, আল্লাহই বলতে পারবে বাজার স্থির হবে কখন, বাজার তদারকির সময় বলছেন ট্রেড লাইসেন্স কোথায়, মাইকিং করে আগেই লাইসেন্স বাধ্যতামূলক বিধি চালু করেন এবং সংশ্লিষ্ট কর্তৃপক্ষকে অফিসে না বসে প্রতিষ্ঠানে বা বাজারে তৎপর হতে বলুন, এছাড়া কর্তৃপক্ষ বা কিছু কর্মচারী-কর্মকর্তাকে শোকজ করেন, আপনারা ব্যর্থতা স্বীকার করে সেনাবাহিনীকে সঙ্গে নিয়ে বাজার পরিচালনা করুন",negative,n/a,slow,low,
"রাজবাড়ী জেলা খানখানাপুরে আমাদের এদিকে কাঁচামরিচের দাম পাঁচশ টাকা কেজি, এর বিচার চাই",negative,n/a,n/a,low,
"ম্যাডাম, কামারপাড়া, টঙ্গী, এই আড়তের দিকে একটু নজর দেন, এখানে আজকে কাঁচামরিচ কেজি পাইকারি তিনশ পঞ্চাশ টাকা করে, আজকেও বাধ্য হয়ে কিনতে হয়েছে, কারণ এখানে কোনো সরকারি তদারকি নেই",negative,n/a,n/a,low,
"পাইকারের কী হয়েছে, ছোট ছোট দোকানে গিয়ে মানুষের চোখে ধুলো দেওয়া",negative,n/a,n/a,n/a,
এরকম ব্যবসায়ীদের বড় ধরনের আর্থিক ক্ষতিপূরণ দিতে হবে,negative,n/a,n/a,n/a,
"দোকানের সামনে পণ্যের মূল্যতালিকা টাঙানো বাধ্যতামূলক করেন, রশিদ ছাড়া ক্রয়-বিক্রয় করলে শাস্তির বিধান করেন, আড়তদার থেকে খুচরা ব্যবসায়ী পর্যন্ত সবার বেচাকেনায় রশিদ বাধ্যতামূলক করেন",neutral,n/a,n/a,n/a,
"জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, সেনাবাহিনীর পাঁচজন সদস্য করে কয়েকটা টিম করা হোক, একেকটা টিম প্রতিটা পয়েন্টে একযোগে উপস্থিত হোক, যেমন, কৃষক কত টাকায় কার হাতে বিক্রি করলো, সেখান থেকে ট্রাকে কত টাকায় লোড হলো, ট্রাক থেকে নামলো কত রেটে, আড়তে পৌঁছাল কত রেটে, খুচরা ব্যবসায়ীরা কিনলো কত করে, খুচরা বিক্রি হচ্ছে কত করে, প্রতিটা পয়েন্টে ভিডিও করা হোক প্রতিটা সবজির, তারপর জাতির সামনে ওপেন ভিডিওগুলো পোস্ট করা হোক, দেখা যাক কোথাকার পানি কোথায় দাঁড়ায়, এক সপ্তাহে সব ত্রিশ-চল্লিশের ঘরে নেমে যাবে ইনশাআল্লাহ, বাণিজ্য উপদেষ্টা হিসেবে তাৎক্ষণিকভাবে ব্রিগেডিয়ার শাখাওয়াতকে নিয়োগ দেওয়া হোক, সব লাইনে চলে আসবে ইনশাআল্লাহ",neutral,n/a,n/a,n/a,
"ম্যাডাম, যতক্ষণ আপনারা থাকেন ততক্ষণ দাম কম, আপনারা চলে গেলে তখনই দাম বাড়তি",negative,n/a,slow,n/a,
পাবনায় চারশ টাকা কেজি কাঁচামরিচ,negative,n/a,n/a,low,
জেল দিন,negative,n/a,n/a,n/a,
